Station Name,Date,ev_transpiration,rain,pan_ev,max_temp,min_temp,max_humid,min_humid,wind,solar
BALLINA AIRPORT,1/8/2025,2.6,5,0,19.8,11.3,95,55,4.09,14.61
BALLINA AIRPORT,2/8/2025,2.7,17,0,19.1,11.5,97,47,4.88,11.22
BALLINA AIRPORT,3/8/2025,2.2,14,0,19.7,4.9,96,69,6.88,10.7
BALLINA AIRPORT,4/8/2025,2.3,19.6,0,20.5,11.1,95,71,6.05,13.14
BALLINA AIRPORT,5/8/2025,2.7,0,0,22.7,10.7,97,49,2.7,15.88
BALLINA AIRPORT,6/8/2025,2.4,0,0,22.7,8.5,99,46,1.66,15.85
BALLINA AIRPORT,7/8/2025,2.6,0.2,0,20.8,11.9,96,56,4.01,13.41
BALLINA AIRPORT,8/8/2025,2.5,3.6,0,19.9,13.5,95,54,5.29,7.96
BALLINA AIRPORT,9/8/2025,2.9,32.2,0,20.8,13.6,96,57,5.99,14.07
BALLINA AIRPORT,10/8/2025,1.6,17.6,0,17.5,13.1,96,78,4.76,9.16
BALLINA AIRPORT,11/8/2025,2.2,24.2,0,18.9,10.8,96,69,4.03,14.32
BALLINA AIRPORT,12/8/2025,2.2,6.2,0,19.5,8.8,98,64,2.44,16.36
BALLINA AIRPORT,13/08/2025,1.9,0,0,19.4,8.9,99,66,2.01,12.04
BALLINA AIRPORT,14/08/2025,2.1,9.6,0,18,7.6,99,63,3.13,13.48
BALLINA AIRPORT,15/08/2025,2.3,2,0,19.5,10.4,98,68,3.03,16.6
BALLINA AIRPORT,16/08/2025,2.6,0.2,0,22.9,7.3,99,37,1.44,17.26
BALLINA AIRPORT,17/08/2025,2.7,0,0,19.8,6.2,97,41,2.48,17.38
BALLINA AIRPORT,18/08/2025,2.7,0,0,19.4,5.1,97,53,3.5,16.75
BALLINA AIRPORT,19/08/2025,1.2,4.4,0,15,9.1,97,87,3.55,8.74
BALLINA AIRPORT,20/08/2025,1.4,21.6,0,19.7,11.2,97,90,2.64,9.74
BALLINA AIRPORT,21/08/2025,2.1,73.4,0,20.6,13.8,97,69,4.62,8.6
BALLINA AIRPORT,22/08/2025,2.6,55,0,22.4,13.3,98,66,2.03,16.82
BALLINA AIRPORT,23/08/2025,3.1,0,0,21.8,8.7,97,46,2.9,18.19
BALLINA AIRPORT,24/08/2025,2.9,0.6,0,20.8,12.9,95,60,3.89,17.81
BALLINA AIRPORT,25/08/2025,3.2,0,0,20.7,10.7,97,53,5,17.27
BALLINA AIRPORT,26/08/2025,2.9,5.8,0,22.5,14.4,98,51,2.13,17.33
BALLINA AIRPORT,27/08/2025,4.5,0.2,0,28.4,12.3,96,34,3.48,18.74
BALLINA AIRPORT,28/08/2025,5.4,0,0,24.9,14.8,96,21,6.17,18.8
BALLINA AIRPORT,29/08/2025,3.8,0,0,23.6,6.4,95,31,3.02,19.03
BALLINA AIRPORT,30/08/2025,4.6,0,0,20.5,7.1,91,25,6.19,19.11
BALLINA AIRPORT,31/08/2025,3.3,0,0,19.7,7.4,96,43,3.61,19.23
BALLINA AIRPORT,1/9/2025,2,2.6,0,19.9,9.3,98,66,2.07,11.14
BALLINA AIRPORT,2/9/2025,2.6,1.6,0,21.1,9.5,99,64,1.47,18.45
BALLINA AIRPORT,3/9/2025,2.7,0,0,22.9,8.8,99,56,1.23,18.02
BALLINA AIRPORT,4/9/2025,3.2,0,0,25.4,9.6,99,52,1.91,18.19
BALLINA AIRPORT,5/9/2025,4.8,0,0,24.2,14.8,93,31,4.98,19.79
BALLINA AIRPORT,6/9/2025,2.9,1.4,0,20.5,15.9,94,51,3.96,12.71
BALLINA AIRPORT,7/9/2025,3.4,0.2,0,22.1,8.9,97,43,2.55,19.63
BALLINA AIRPORT,8/9/2025,3.8,0,0,23.8,9,99,51,4.33,20.43
BALLINA AIRPORT,9/9/2025,3.8,0,0,27.4,11,97,43,2.58,17.45
BALLINA AIRPORT,10/9/2025,3.2,0,0,26.7,16,95,46,2.53,12.36
BALLINA AIRPORT,11/9/2025,5.3,0,0,21.7,14.5,83,32,7.32,20.94
BALLINA AIRPORT,12/9/2025,2.9,0,0,20.6,9.9,97,54,3.68,13.81
BALLINA AIRPORT,13/09/2025,2.6,0.4,0,21.1,11.1,98,60,2.13,15.36
BALLINA AIRPORT,14/09/2025,3.4,0,0,22.9,9.7,99,51,2.12,21.04
BALLINA AIRPORT,15/09/2025,4,0,0,24.4,8.7,98,48,3.43,21.51
BALLINA AIRPORT,16/09/2025,4.2,0,0,25,8.4,98,50,4.34,21.59
BALLINA AIRPORT,17/09/2025,4.3,0,0,27.9,14.2,96,54,3.36,21.79
BALLINA AIRPORT,18/09/2025,3.6,0,0,24,14.6,97,67,4.08,21.14
BALLINA AIRPORT,19/09/2025,3.7,0,0,25.5,16.1,96,68,3.77,20.16
BALLINA AIRPORT,20/09/2025,2.6,10.8,0,23.7,18.6,95,59,3.45,8.51
BALLINA AIRPORT,21/09/2025,3.8,0,0,23.1,12.1,96,54,3,22.48
BALLINA AIRPORT,22/09/2025,3.8,0.2,0,24,9.7,99,42,1.89,22.73
BALLINA AIRPORT,23/09/2025,3.6,0,0,20,12.6,94,56,6.06,18.64
BALLINA AIRPORT,24/09/2025,4.6,0,0,22.8,9.4,88,34,3.81,23.05
BALLINA AIRPORT,25/09/2025,3.8,0,0,23.8,6.6,99,39,1.92,23.16
BALLINA AIRPORT,26/09/2025,4.6,0,0,27,7.2,99,29,2.53,22.83
BALLINA AIRPORT,27/09/2025,4.7,0,0,27.4,10.3,98,48,4.01,22.7
BALLINA AIRPORT,28/09/2025,4.9,0,0,27.1,15.1,89,51,4.34,22.94
BALLINA AIRPORT,29/09/2025,4,0,0,25.6,13.1,98,59,2.22,23.18
BALLINA AIRPORT,30/09/2025,4.3,0,0,26.8,17.9,98,60,3.52,22.36
BATHURST AIRPORT,2/10/2024,3.4,0,0,19,8.1,99,41,3.56,17.16
BATHURST AIRPORT,3/10/2024,3.7,0,0,20.6,4.2,100,43,2.79,22.83
BATHURST AIRPORT,4/10/2024,3.1,0,0,20.2,2.6,100,44,2.57,16.44
BATHURST AIRPORT,5/10/2024,3.9,1.8,0,20,10.7,100,41,5.66,17.24
BATHURST AIRPORT,6/10/2024,4.2,0,0,20.1,7.4,89,45,4.5,24.04
BATHURST AIRPORT,7/10/2024,4.5,0,0,23,4.7,100,34,3.41,23.8
BATHURST AIRPORT,8/10/2024,4.4,0,0,23.4,5.9,100,32,2.89,22.87
BATHURST AIRPORT,9/10/2024,3,0,0,15.4,7.4,91,55,4.73,17
BATHURST AIRPORT,10/10/2024,4.1,0,0,21.9,4.8,100,39,2.65,24.25
BATHURST AIRPORT,11/10/2024,4,0,0,24.1,4.8,100,33,1.98,21.51
BATHURST AIRPORT,12/10/2024,3.4,0,0,17.9,4.4,100,51,3.59,22.3
BATHURST AIRPORT,13/10/2024,4.2,0,0,21.4,3.9,95,41,3.28,24.37
BATHURST AIRPORT,14/10/2024,3.4,0,0,22.1,7.7,100,55,3.93,16.7
BATHURST AIRPORT,15/10/2024,2.7,14.2,0,18.6,9.6,100,57,3.68,13.62
BATHURST AIRPORT,16/10/2024,2.1,0,0,16,8.6,100,75,2.36,12.77
BATHURST AIRPORT,17/10/2024, ,0,0, ,6,100,42,2.04,23.6
BATHURST AIRPORT,18/10/2024, , ,0,23.6, ,100,69,4.97,11.84
BATHURST AIRPORT,19/10/2024,2.6,0.8,0,19,12.1,100,68,4.72,13.53
BATHURST AIRPORT,20/10/2024,4.7,0.2,0,24.1,7.2,100,25,2.2,24.96
BATHURST AIRPORT,21/10/2024,4.7,0,0,22.2,7.6,100,36,3.01,26.52
BATHURST AIRPORT,22/10/2024,4.8,0,0,24.9,2.2,100,28,2.41,24.96
BATHURST AIRPORT,23/10/2024,3.9,0,0,25.9,6.1,100,33,2.17,16.72
BATHURST AIRPORT,24/10/2024,5.3,0,0,21.9,8.8,89,30,4.21,26.93
BATHURST AIRPORT,25/10/2024,4.4,0,0,17.4,1.4,89,30,4.19,27.02
BATHURST AIRPORT,26/10/2024,4.2,0,0,19.6,2.1,99,27,1.84,27.12
BATHURST AIRPORT,27/10/2024,4.9,0,0,23.6,6.4,99,22,2.36,25.9
BATHURST AIRPORT,28/10/2024,6,0,0,26.1,4.4,99,19,4.05,24.68
BATHURST AIRPORT,29/10/2024,4.9,0,0,24.7,7.7,100,34,2.1,27.61
BATHURST AIRPORT,30/10/2024,5.2,0,0,26.4,8.3,100,24,1.99,27.59
BATHURST AIRPORT,31/10/2024,5,0,0,26.2,5.7,88,21,3.11,18.8
BATHURST AIRPORT,1/11/2024,5.1,0,0,23.5,5.3,99,26,2.83,27.06
BATHURST AIRPORT,2/11/2024,5,0,0,23.6,10.6,99,41,3.96,25.96
BATHURST AIRPORT,3/11/2024,6.1,0,0,28.8,9.4,100,26,4.39,22.67
BATHURST AIRPORT,4/11/2024, ,0,0, ,16.5,82,36,3.71,10.62
BATHURST AIRPORT,5/11/2024,5.5, ,0,28.3,8.1,100,31,2.47,26.29
BATHURST AIRPORT,6/11/2024,6.4,0,0,33.4,10.9,100,24,2.74,25.17
BATHURST AIRPORT,7/11/2024,5.4,0.8,0,29.9,15.6,100,30,5.1,13.69
BATHURST AIRPORT,8/11/2024,5.2,12.4,0,22.7,7.2,100,36,4.03,28.05
BATHURST AIRPORT,9/11/2024,5.7,0,0,26.1,5.5,99,23,2.8,28
BATHURST AIRPORT,10/11/2024,5.8,0,0,26.8,10.5,100,18,2.67,27.79
BATHURST AIRPORT,11/11/2024,3.5,0,0,23.2,12,92,49,3.02,14.65
BATHURST AIRPORT,12/11/2024,4.3,3.4,0,26.1,12,100,39,2.34,19.06
BATHURST AIRPORT,13/11/2024,3.7,3.8,0,24.7,11.4,100,53,3.52,15.6
BATHURST AIRPORT,14/11/2024,5.1,6.4,0,26.4,9.8,100,36,2.75,24.46
BATHURST AIRPORT,15/11/2024,3.7,0.2,0,23.1,12.7,100,55,3.58,17.2
BATHURST AIRPORT,16/11/2024,5.9,0,0,28.2,11.4,100,35,3.72,25.98
BATHURST AIRPORT,17/11/2024,6.5,0,0,29.8,13.1,100,35,6.7,20.86
BATHURST AIRPORT,18/11/2024,5.8,23,0,22.8,13,100,24,4.62,27.51
BATHURST AIRPORT,19/11/2024,5.4,0.2,0,25.6,8,100,30,2.47,27.65
BATHURST AIRPORT,20/11/2024,5.6,0,0,26.2,10.8,98,31,2.94,27.07
BATHURST AIRPORT,21/11/2024,5.9,0,0,25.6,11.2,86,36,3.81,28.36
BATHURST AIRPORT,22/11/2024,5.4,0,0,27.9,9.5,100,29,2.06,26.62
BATHURST AIRPORT,23/11/2024,5.7,0,0,30.2,12.3,99,27,1.52,28.19
BATHURST AIRPORT,24/11/2024,5.5,0,0,32.5,13.5,89,24,1.58,24.16
BATHURST AIRPORT,25/11/2024,6.7,0,0,32.6,16,73,27,2.71,26.64
BATHURST AIRPORT,26/11/2024,6.9,0,0,32.5,14.9,100,26,3.09,28.06
BATHURST AIRPORT,27/11/2024,4.9,0,0,29.8,16.2,100,36,4.05,14.85
BATHURST AIRPORT,28/11/2024,4.9,0.2,0,29.2,14.6,100,41,3.48,18.69
BATHURST AIRPORT,29/11/2024,1.3,14,0,20.6,15.9,100,91,2.76,5.87
BATHURST AIRPORT,30/11/2024, ,21.6,0,21.2,17.2,100,100,3.77, 
BATHURST AIRPORT,1/12/2024,3.3,40.4,0,24.9,16.2,100,66,3.79,14.79
BATHURST AIRPORT,2/12/2024,6.5,2.2,0,31,12,100,27,3.1,27.02
BATHURST AIRPORT,3/12/2024,2.6,0,0,24.3,16.5,100,65,3.46,9.34
BATHURST AIRPORT,4/12/2024,5.2,11.2,0,29.2,17.4,100,51,2.49,23.82
BATHURST AIRPORT,5/12/2024,5.9,0,0,30.4,16.4,100,49,1.99,29.05
BATHURST AIRPORT,6/12/2024,4.3,0,0,30.4,18.7,100,54,2.3,17.65
BATHURST AIRPORT,7/12/2024,3.2,7.8,0,27.8,19.1,100,67,3.9,11.65
BATHURST AIRPORT,8/12/2024,6.8,23.6,0,28.1,16.6,100,26,3.42,30.94
BATHURST AIRPORT,9/12/2024,5.7,0,0,27.2,12.2,100,29,2.62,27.25
BATHURST AIRPORT,10/12/2024,6.3,0,0,26.8,11,100,30,3.01,31.47
BATHURST AIRPORT,11/12/2024,6.2,0,0,26.1,13.1,100,25,2.89,31.16
BATHURST AIRPORT,12/12/2024,6.3,0,0,28.1,9.8,92,27,2.22,31.89
BATHURST AIRPORT,13/12/2024,6.4,0,0,30.3,12.1,99,25,2.06,30.79
BATHURST AIRPORT,14/12/2024,6.4,0,0,32.2,14.2,100,23,1.91,29.35
BATHURST AIRPORT,15/12/2024,6.9,0,0,33.1,16.2,100,27,2.03,31.44
BATHURST AIRPORT,16/12/2024,7.1,0,0,34.1,15.6,100,27,2.1,31.66
BATHURST AIRPORT,17/12/2024,7.6,0,0,33.7,16.3,94,34,3.69,30.69
BATHURST AIRPORT,18/12/2024,5.5,0,0,23.1,16.7,100,44,4.9,27.91
BATHURST AIRPORT,19/12/2024,6.4,0,0,24.2,12.8,82,35,4.6,31.55
BATHURST AIRPORT,20/12/2024,6.5,0,0,28.4,9.7,93,21,2.45,31.92
BATHURST AIRPORT,21/12/2024,6.9,0,0,31.6,11.9,97,18,2.23,31.71
BATHURST AIRPORT,22/12/2024,7.5,0,0,30.9,13.6,98,19,3.5,31.82
BATHURST AIRPORT,23/12/2024,7.4,0,0,22.5,10.1,63,16,6.15,31.83
BATHURST AIRPORT,24/12/2024,6.5,0,0,25.9,5.4,69,24,3.25,31.97
BATHURST AIRPORT,25/12/2024,6.4,0,0,29.8,8.1,99,22,1.96,31.93
BATHURST AIRPORT,26/12/2024,7.6,0,0,32.1,12.3,91,23,3.5,31.79
BATHURST AIRPORT,27/12/2024,8.5,6.4,0,32.1,16.8,100,26,7.12,28.3
BATHURST AIRPORT,28/12/2024,6.1,0,0,25.2,11,73,23,3.11,28.16
BATHURST AIRPORT,29/12/2024,6.3,0,0,27.6,6.7,85,25,2.51,31.8
BATHURST AIRPORT,30/12/2024,6.7,0,0,29.5,14.4,81,28,3.53,27.68
BATHURST AIRPORT,31/12/2024,6.2,0,0,30.6,15.3,100,30,3.02,25.75
BATHURST AIRPORT,1/1/2025,6.7,0,0,30.7,14.6,100,19,2.78,28.56
BATHURST AIRPORT,2/1/2025,6,4,0,26.3,16,96,46,5.08,28.6
BATHURST AIRPORT,3/1/2025,5.2,0,0,27.4,12.5,100,41,2.79,24.28
BATHURST AIRPORT,4/1/2025,6.2,0,0,31.1,13.6,100,27,3.24,24.12
BATHURST AIRPORT,5/1/2025,7,0,0,33.7,12.3,100,23,3.76,23.78
BATHURST AIRPORT,6/1/2025,7.3,8,0,33.6,14.2,100,25,3.29,28.52
BATHURST AIRPORT,7/1/2025, ,21.6,0, ,17,100,68,4.03,9.06
BATHURST AIRPORT,8/1/2025,5.2, ,0,23.2,13.7,89,51,4.65,26.89
BATHURST AIRPORT,9/1/2025,5.5,0.2,0,25.3,11.2,100,49,4,28.99
BATHURST AIRPORT,10/1/2025,5.2,0,0,25.8,17.2,87,48,4.64,21.93
BATHURST AIRPORT,11/1/2025,3.8,0,0,25.5,17,100,52,3.88,14.86
BATHURST AIRPORT,12/1/2025,4.4,3,0,27.1,14.3,100,47,2.26,20.32
BATHURST AIRPORT,13/01/2025,6.6,0.4,0,30.3,15.5,100,31,2.83,30.27
BATHURST AIRPORT,14/01/2025,5.9,0,0,32.3,17.8,100,32,2.1,25.19
BATHURST AIRPORT,15/01/2025,7.5,0,0,34.4,17.2,100,35,5.64,24.68
BATHURST AIRPORT,16/01/2025,4.3,10.6,0,22.8,15.6,100,53,4.4,21.15
BATHURST AIRPORT,17/01/2025,3.3,2.6,0,19.7,9.3,99,55,5.17,15.36
BATHURST AIRPORT,18/01/2025,5.5,0,0,23.9,13.5,90,48,7.27,25.47
BATHURST AIRPORT,19/01/2025,5.5,0,0,22.4,13.7,100,43,4.55,30.84
BATHURST AIRPORT,20/01/2025,6.2,0,0,28.8,8.3,99,27,2.48,30.76
BATHURST AIRPORT,21/01/2025,6.4,0,0,32,11.9,100,25,2.08,29.53
BATHURST AIRPORT,22/01/2025,7.5,0,0,35.1,15.3,91,20,4.31,21.25
BATHURST AIRPORT,23/01/2025,5.3,0,0,24.8,14.4,85,49,4.18,25.67
BATHURST AIRPORT,24/01/2025,6.1,0,0,27.4,13.4,100,34,3.72,28.14
BATHURST AIRPORT,25/01/2025,6.5,0,0,30.6,12.3,100,30,2.85,29.71
BATHURST AIRPORT,26/01/2025,6.4,0,0,31.8,14.6,100,33,3.36,26.49
BATHURST AIRPORT,27/01/2025,7.7,0,0,35.3,16.3,100,27,4.18,27.24
BATHURST AIRPORT,28/01/2025,8.7,0.4,0,37.4,19.4,100,25,5.33,26.46
BATHURST AIRPORT,29/01/2025,6.2,4.6,0,31.1,15.4,93,42,4.31,24.3
BATHURST AIRPORT,30/01/2025,4.7,0,0,29.8,15.5,100,46,3.25,18.27
BATHURST AIRPORT,31/01/2025,4.6,0.6,0,26.1,16.8,100,57,4.56,21.39
BATHURST AIRPORT,1/2/2025,6.2,0,0,28.1,17.1,92,42,5.12,26.29
BATHURST AIRPORT,2/2/2025,7,0,0,30.7,15,87,31,4.11,28.75
BATHURST AIRPORT,3/2/2025,6.5,0,0,31,12.1,100,31,3.29,28.61
BATHURST AIRPORT,4/2/2025,6,0,0,33.5,15.1,100,26,2.52,23.72
BATHURST AIRPORT,5/2/2025,5.5,0,0,31.5,16,100,35,3.58,19.55
BATHURST AIRPORT,6/2/2025,5.5,14.2,0,31,16,100,37,2.66,23.61
BATHURST AIRPORT,7/2/2025,6.3,0,0,32.2,14.6,100,25,2.38,27.95
BATHURST AIRPORT,8/2/2025,4.3,0,0,28.9,16,100,33,3.53,12.22
BATHURST AIRPORT,9/2/2025,4.4,14.6,0,27.9,12.4,100,38,1.64,21.1
BATHURST AIRPORT,10/2/2025,2.5,0.8,0,22.9,15.8,100,58,3.2,8.77
BATHURST AIRPORT,11/2/2025,4.8,30.8,0,26.3,11.6,100,44,2.57,24.72
BATHURST AIRPORT,12/2/2025,4,0,0,26.6,13.1,100,48,2.84,16.97
BATHURST AIRPORT,13/02/2025,4.7,0,0,29,15.6,100,51,3.84,19.49
BATHURST AIRPORT,14/02/2025,3.7,0,0,28.7,17.8,100,52,3.14,13.47
BATHURST AIRPORT,15/02/2025,5.1,10.8,0,22.5,12.5,100,37,4.17,26.46
BATHURST AIRPORT,16/02/2025,4.7,0,0,19,6.2,99,28,3.68,27.27
BATHURST AIRPORT,17/02/2025,4.7,0,0,22.8,5.6,99,31,2.24,27.06
BATHURST AIRPORT,18/02/2025,4.9,0,0,25.4,7.4,100,30,2.24,26.28
BATHURST AIRPORT,19/02/2025,5,0,0,26.9,9,99,26,1.93,25.91
BATHURST AIRPORT,20/02/2025,4.7,0,0,24.2,12.8,100,49,4.57,23.61
BATHURST AIRPORT,21/02/2025,5,0,0,26.8,11.1,100,39,3.22,24.14
BATHURST AIRPORT,22/02/2025,5,0,0,28.5,11.5,100,32,2.18,24.36
BATHURST AIRPORT,23/02/2025,4.5,0,0,28.6,13.2,100,41,2.13,20.84
BATHURST AIRPORT,24/02/2025,6.4,0,0,33,13.2,99,26,3.45,24.38
BATHURST AIRPORT,25/02/2025,5.2,0,0,28,16.5,92,48,4.72,21.66
BATHURST AIRPORT,26/02/2025,5.4,0,0,32.2,13.2,100,36,2.35,24.27
BATHURST AIRPORT,27/02/2025,5.9,0,0,33,15.9,100,23,2.49,24.08
BATHURST AIRPORT,28/02/2025,5.1,0,0,33.1,15.8,100,22,1.63,22.62
BATHURST AIRPORT,1/3/2025,5.6,0,0,33.2,13.7,96,17,1.88,24.97
BATHURST AIRPORT,2/3/2025,6.5,0,0,32.7,13.1,94,19,3.27,24.69
BATHURST AIRPORT,3/3/2025,5.3,0,0,27.6,16.2,94,43,3.77,24.04
BATHURST AIRPORT,4/3/2025,4,0,0,23.3,16.4,87,51,5.28,14.93
BATHURST AIRPORT,5/3/2025,5.4,0,0,26,16.1,92,40,5.12,23.45
BATHURST AIRPORT,6/3/2025,4.4,0,0,25.1,12.5,100,48,4.88,19.48
BATHURST AIRPORT,7/3/2025,4,0,0,23.5,15.2,86,55,5.69,15.63
BATHURST AIRPORT,8/3/2025,4.7,0,0,26,15,91,50,5.38,19.5
BATHURST AIRPORT,9/3/2025,5.5,0,0,27.7,17,88,46,5.45,22.77
BATHURST AIRPORT,10/3/2025,4.2,0,0,27.5,15.6,100,49,2.59,19.89
BATHURST AIRPORT,11/3/2025,4.2,0,0,27.3,15.2,100,50,3.12,19.25
BATHURST AIRPORT,12/3/2025,3.5,0,0,26.1,15.7,98,49,2.68,15.19
BATHURST AIRPORT,13/03/2025,4.2,0,0,30.7,12.8,100,27,1.35,20.68
BATHURST AIRPORT,14/03/2025,4.8,0,0,33.4,13.7,100,26,1.77,20.97
BATHURST AIRPORT,15/03/2025,5,0,0,35.2,15.9,88,22,1.8,20.45
BATHURST AIRPORT,16/03/2025,7.5,0,0,33,18.9,64,26,6.26,16.47
BATHURST AIRPORT,17/03/2025,5.4,0,0,23.6,6.9,81,25,5.4,21.08
BATHURST AIRPORT,18/03/2025,4.3,0,0,24.7,9.8,93,44,4.2,19.1
BATHURST AIRPORT,19/03/2025,4.4,0,0,29.8,10.8,100,37,2.72,18.68
BATHURST AIRPORT,20/03/2025,5.1,0,0,30.8,15.8,100,29,3.25,19.88
BATHURST AIRPORT,21/03/2025,2.8,9.4,0,26.5,14.7,100,56,3.09,9.62
BATHURST AIRPORT,22/03/2025,3.7,2.6,0,27.7,14.1,100,35,1.81,17.77
BATHURST AIRPORT,23/03/2025,3.4,0,0,25.2,15.6,100,57,4.01,14.92
BATHURST AIRPORT,24/03/2025,3.8,0,0,27.9,15.3,100,46,2.65,16.64
BATHURST AIRPORT,25/03/2025,4,0,0,26.6,15.9,93,42,3.55,15.29
BATHURST AIRPORT,26/03/2025,4.6,0,0,26.9,15.9,89,32,3.58,18.53
BATHURST AIRPORT,27/03/2025,3.1,0,0,23.8,13.4,99,48,4.09,10.78
BATHURST AIRPORT,28/03/2025,2.8,0,0,21.7,15.1,100,52,4.59,9.56
BATHURST AIRPORT,29/03/2025,1.5,12.6,0,20.2,14.3,100,87,3.26,8.62
BATHURST AIRPORT,30/03/2025,3.3,3.6,0,23.9,15.1,100,58,5.05,14.32
BATHURST AIRPORT,31/03/2025,3.5,0,0,22.6,13.1,99,50,4.68,16.38
BATHURST AIRPORT,1/4/2025,3.4,0.2,0,22.2,10.5,97,46,3.63,17.43
BATHURST AIRPORT,2/4/2025,3.2,0,0,23,9.9,99,31,1.67,17.8
BATHURST AIRPORT,3/4/2025,3.9,0,0,22.8,5.4,100,26,3.14,18.69
BATHURST AIRPORT,4/4/2025,3.8,0,0,24.9,5,96,22,2.4,18.34
BATHURST AIRPORT,5/4/2025,4.1,0,0,21.4,6.7,77,23,3.6,18.36
BATHURST AIRPORT,6/4/2025,3.8,0,0,22.1,1.4,99,16,2.83,18.15
BATHURST AIRPORT,7/4/2025,3.8,0,0,21.6,4.5,88,28,3.57,17.98
BATHURST AIRPORT,8/4/2025,3.3,0,0,23.1,3.7,99,32,2.37,17.52
BATHURST AIRPORT,9/4/2025,3,0,0,24,6.4,100,31,1.75,16.83
BATHURST AIRPORT,10/4/2025,2.6,0,0,23.2,8.4,100,40,1.83,13.39
BATHURST AIRPORT,11/4/2025,3.6,0,0,26.1,6.8,100,27,2.49,15.22
BATHURST AIRPORT,12/4/2025,3.7,0,0,24.8,9.1,100,36,3.43,16.28
BATHURST AIRPORT,13/04/2025,3.2,0,0,25.5,7.5,100,31,1.98,16.72
BATHURST AIRPORT,14/04/2025,3.5,0,0,25.8,7.2,100,24,2.32,15.98
BATHURST AIRPORT,15/04/2025,3.4,0,0,21.2,11.5,85,40,4.03,15.29
BATHURST AIRPORT,16/04/2025,3.2,0,0,22.8,3.8,100,28,2.52,16.26
BATHURST AIRPORT,17/04/2025,3.4,0,0,24.5,3.4,100,19,2.24,16.12
BATHURST AIRPORT,18/04/2025,2.9,0,0,25.9,3.9,100,21,1.48,15.97
BATHURST AIRPORT,19/04/2025,3.2,0,0,26.1,5.6,99,21,1.92,15.17
BATHURST AIRPORT,20/04/2025,3.9,0,0,26.7,5.9,93,28,3.17,14.95
BATHURST AIRPORT,21/04/2025,2.9,0.2,0,20.5,10.7,100,33,3.33,11.82
BATHURST AIRPORT,22/04/2025,2.4,0,0,20.8,6.3,100,51,3.43,11.31
BATHURST AIRPORT,23/04/2025,3.1,0,0,22.5,14,92,47,4.98,10.66
BATHURST AIRPORT,24/04/2025,3.6,0,0,23.1,12.3,89,34,4.04,14.72
BATHURST AIRPORT,25/04/2025,3,0,0,24,6.5,100,37,2.61,14.6
BATHURST AIRPORT,26/04/2025,1.6,0,0,19.5,8.3,100,60,1.5,8.34
BATHURST AIRPORT,27/04/2025,0.9,16,0,16.3,12.5,100,89,3.33,4.83
BATHURST AIRPORT,28/04/2025,2.7,7,0,21.4,9.8,100,42,2.88,14.32
BATHURST AIRPORT,29/04/2025,1.6,0,0,19.6,6.9,100,55,1.25,9.67
BATHURST AIRPORT,30/04/2025,1.5,0.6,0,15.4,8.7,100,63,3.46,6.64
BATHURST AIRPORT,1/5/2025,2.2,0.2,0,15.3,5.8,96,49,4,12.44
BATHURST AIRPORT,2/5/2025,2.2,0,0,17.3,5.1,100,48,3.09,13.8
BATHURST AIRPORT,3/5/2025,2.4,0,0,19.6,2.6,100,41,2.76,13.48
BATHURST AIRPORT,4/5/2025,2.1,0,0,20.8,1,100,37,1.53,14.1
BATHURST AIRPORT,5/5/2025,1.9,0.2,0,21.6,4.7,100,45,1.27,13.2
BATHURST AIRPORT,6/5/2025,2.2,0,0,22,6.9,100,39,1.95,11.19
BATHURST AIRPORT,7/5/2025,2.7,0,0,22.3,8,100,41,3.54,11.84
BATHURST AIRPORT,8/5/2025,2.6,0,0,19.8,6.4,100,16,2.39,13.43
BATHURST AIRPORT,9/5/2025,2.1,0,0,19.3,3.6,100,36,2.05,13.45
BATHURST AIRPORT,10/5/2025,2.2,0,0,19.4,4.4,100,44,2.7,13.29
BATHURST AIRPORT,11/5/2025,1.6,0,0,19.2,7.3,100,59,2.17,9.22
BATHURST AIRPORT,12/5/2025,1.8,0.2,0,21.1,7.4,100,48,1.62,10.58
BATHURST AIRPORT,13/05/2025,1.9,0,0,20.5,9.9,100,52,2.32,10.16
BATHURST AIRPORT,14/05/2025,1.5,0,0,19.4,6.9,100,54,1.52,9.49
BATHURST AIRPORT,15/05/2025,1.9,0.2,0,19.7,5.1,100,51,2.62,10.28
BATHURST AIRPORT,16/05/2025,1.5,0,0,18.9,8.8,100,56,1.82,8.75
BATHURST AIRPORT,17/05/2025,1.8,0.2,0,18.3,4.7,100,30,1.75,11.4
BATHURST AIRPORT,18/05/2025,1.3,0,0,14,3,100,62,2.91,6.73
BATHURST AIRPORT,19/05/2025,2.4,6.6,0,13.1,8.3,81,49,6.2,10.54
BATHURST AIRPORT,20/05/2025,2,0,0,14.9,7.9,86,61,5.03,11.63
BATHURST AIRPORT,21/05/2025,1.2,0,0,15.3,11,99,75,4.29,6.41
BATHURST AIRPORT,22/05/2025,1.1,4,0,16.1,11.6,100,73,3.66,4.23
BATHURST AIRPORT,23/05/2025,1.7,5.8,0,17.4,12.3,100,56,3.31,9.21
BATHURST AIRPORT,24/05/2025,1.4,0,0,14.3,6.4,100,62,4.33,6.1
BATHURST AIRPORT,25/05/2025,1.7,0.2,0,15.9,3.7,100,33,2.19,6.52
